Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-06-11,81.53697204589844,85.21693875406713,81.43502463468259,84.79214058891952,201662400
2020-06-12,82.24089813232422,84.42557378125964,81.12914422822645,83.67793248531777,200146000
2020-06-15,83.25799560546875,83.91097154593938,80.73105294291301,80.8936931849323,138808800
2020-06-16,85.46453094482422,85.73640798746258,83.67795482626669,85.3140322118676,165428800
2020-06-17,85.34559631347656,86.27044206272416,85.22422540246882,86.20975660722029,114406400
2020-06-18,85.37957000732422,85.7970861704287,84.77028576142695,85.30189085886494,96820400
2020-06-19,84.89166259765625,86.55201562081369,83.78233079369242,86.0859555132038,264476000
2020-06-22,87.11274719238281,87.25596396315328,85.23878022993338,85.28490176382967,135445200
2020-06-23,88.9721450805664,90.3921859871706,87.93806271848383,88.35800866828109,212155600
2020-06-24,87.4015884399414,89.5207264515975,87.02776409413818,88.60073320249124,192623200
2020-06-25,88.56192779541016,88.60076737690606,86.7971973695663,87.55698047781466,137522400
2020-06-26,85.84077453613281,88.67842646058456,85.69269820221506,88.45753055778336,205256800
2020-06-29,87.81912231445312,87.91379516599585,85.27033358259102,85.74853519336081,130646000
2020-06-30,88.55220794677734,88.83864890811773,87.3870502400666,87.4064663250919,140223200
2020-07-01,88.38468170166016,89.17359227013316,88.33613780371842,88.62985320269478,110737200
2020-07-02,88.38468170166016,89.92852285083585,88.27060020794693,89.2925407470522,114041600
2020-07-06,90.7490005493164,91.21749032739643,89.78288576186722,89.81444337317966,118655600
2020-07-07,90.46742248535156,91.90687927040253,90.35576335568992,91.12768033499084,112424400
2020-07-08,92.57443237304688,92.60598999002299,91.35829367263958,91.44568456641123,117092000
2020-07-09,92.97251892089844,93.52111023194134,91.92387279560495,93.4677067512674,125642800
2020-07-10,93.13514709472656,93.19341014848405,91.95542581856797,92.56713232384763,90257200
2020-07-13,92.70552825927734,97.0530350925637,92.49191427496272,94.44113076999513,191649200
2020-07-14,94.2396240234375,94.43138465547754,91.15194893729137,92.08649866670663,170989200
2020-07-15,94.88774108886719,96.36603734050372,93.68859634607485,96.1160136540934,153198000
2020-07-16,93.72017669677734,94.57705491810681,93.1206041798998,93.75901627207651,110577600
2020-07-17,93.53083038330078,94.32702308898628,93.05748097078398,94.17167220899177,92186800
2020-07-20,95.50188446044922,95.64024903517041,93.27351698417317,93.61821352696963,90318000
2020-07-21,94.1838150024414,96.36849112363207,93.93379125377636,96.29324176097793,103433200
2020-07-22,94.44840240478516,95.13050624366167,93.79785618394567,93.88523967276372,89001600
2020-07-23,90.14944458007812,94.25906118948085,89.33868791358677,94.18138204100602,197004400
2020-07-24,89.92613220214844,90.27082884463798,86.55687456880528,88.34588799765626,185438800
2020-07-27,92.05740356445312,92.1496466394303,90.76602273844958,90.98934105986477,121214000
2020-07-28,90.54509735107422,91.80492755403503,90.5402377753028,91.6277234198458,103625600
2020-07-29,92.28072357177734,92.4652097102924,90.99176520648089,91.02817499490048,90329200
2020-07-30,93.3973388671875,93.50171606500183,91.0451701940575,91.45297464683811,158130000
2020-07-31,103.17497253417969,103.32547125877302,97.89776098025088,99.897958367961,374336800
2020-08-03,105.77471923828125,108.39632721665906,104.76006048509976,105.05862810128014,308151200
2020-08-04,106.48111724853516,107.57345533183008,105.24070281740102,105.96407603717955,173071600
2020-08-05,106.86708068847656,107.18750165208057,105.73590297725057,106.20197050684659,121776800
2020-08-06,110.5955810546875,111.09077637005811,106.60976509533027,107.19962585470167,202428800
2020-08-07,108.08109283447266,110.57368181214446,107.28346465846755,110.11650332932811,198045600
2020-08-10,109.65206909179688,110.67099178916104,106.99897985972514,109.52804517215966,212403600
2020-08-11,106.39099884033203,109.41371732342775,106.13079507349751,108.91520246878905,187902400
2020-08-12,109.9268569946289,110.18462665624196,107.28835808571321,107.48289870612909,165598000
2020-08-13,111.87228393554688,112.87661632039004,110.8193126888657,111.30810579171875,210082000
2020-08-14,111.7725830078125,111.86255822594228,109.9608929550016,111.69719796444708,165565200
2020-08-17,111.48074340820312,112.92036888745733,110.85334374924851,112.89604946040544,119561600
2020-08-18,112.4096908569336,112.83525485693279,110.89711451437223,111.23270331319974,105633600
2020-08-19,112.55072021484375,113.96602612630332,112.45588410639353,112.81821904331923,145538000
2020-08-20,115.04820251464844,115.16249715621257,112.5750641732495,112.59208851632775,126907200
2020-08-21,120.9769058227539,121.46083051491364,115.99658841174927,116.008744414782,338054800
2020-08-24,122.42382049560547,125.27145700681216,120.55620422636002,125.18633529954178,345937600
2020-08-25,121.41947937011719,121.76479740598619,119.69533820222341,121.29546291447672,211495600
2020-08-26,123.07068634033203,123.52786489142996,121.66997034058484,122.73753168290901,163022400
2020-08-27,121.5994644165039,124.0069396884171,120.45408376800025,123.67378500147916,155552400
2020-08-28,121.40248107910156,122.99286935955308,121.17875271683349,122.57460040324597,187630000
2020-08-31,125.51950073242188,127.42603418683149,122.56244509573105,124.09934102961832,225702700
2020-09-01,130.51925659179688,131.12235167130845,126.96884284952722,129.13799921000313,151948100
2020-09-02,127.81511688232422,134.21560198268665,123.53516436875177,133.83624262281316,200119000
2020-09-03,117.5821304321289,125.32496358779086,117.21250032267771,123.44762527133629,257599600
2020-09-04,117.65991973876953,120.32516387877968,107.86465382582075,116.79420167043143,332607200
2020-09-08,109.74201202392578,115.74367852876145,109.60583213787987,110.841180367367,231366600
2020-09-09,114.11924743652344,115.88959346489294,112.11545122343698,114.06088674565609,176940500
2020-09-10,110.39374542236328,117.21249954875044,109.43075684011971,117.07631964504925,182274400
2020-09-11,108.94438934326172,112.08627097984936,106.9989538192749,111.44427369473487,180860300
2020-09-14,112.21272277832031,112.76717161154352,109.72256765665087,111.59018399790295,140150100
2020-09-15,112.38780212402344,115.58804419561972,110.51045669665075,115.10168535351536,184642000
2020-09-16,109.07083129882812,112.83525140975061,108.98329026941566,112.08626205798284,154679000
2020-09-17,107.32968139648438,109.13893714718215,105.74415401119464,106.72660109375049,178011000
2020-09-18,103.92515563964844,107.85493604325933,103.19561736370885,107.38803570255637,287104900
2020-09-21,107.07676696777344,107.18376650924331,100.28719410755745,101.68790998043804,195713800
2020-09-22,108.75956726074219,109.78092384803477,106.18187120745131,109.60583435939168,183055400
2020-09-23,104.19754028320312,109.05140034753937,103.8570830937395,108.574770672038,150718700
2020-09-24,105.26752471923828,107.24214072616157,102.13537212015387,102.300732370106,167743300
2020-09-25,109.21675109863281,109.37238950555708,104.7325215412831,105.471789131678,149981400
2020-09-28,111.82364654541016,112.17382557575709,109.70312127108637,111.8722854078883,137672400
2020-09-29,110.97737884521484,112.16409584063497,110.47156881534237,111.42483559860969,99382200
2020-09-30,112.65044403076172,114.0608892683136,110.52019713326597,110.68555737521241,142675200
2020-10-01,113.60371398925781,114.50834184995564,112.66990578164197,114.430522644009,116120400
2020-10-02,109.93657684326172,112.22246990869148,109.1584069544176,109.81012618440236,144712000
2020-10-05,113.32161712646484,113.46752627225055,110.45210275141814,110.80228173280487,106243800
2020-10-06,110.07274627685547,112.95198998188178,109.18756954507073,112.5434428788478,161498200
2020-10-07,111.94037628173828,112.3975548762922,111.01628983580524,111.49292694400957,96849000
2020-10-08,111.83336639404297,113.22435314166701,111.46372888130158,113.07844398775582,83477200
2020-10-09,113.77880096435547,113.80798131062522,111.78472652844798,112.13490552618049,100506900
2020-10-12,121.00608825683594,121.76480690611335,116.02577075981998,116.78448940909738,240226800
2020-10-13,117.7961196899414,121.96907978641414,116.38568190119372,121.8523509831308,262330500
2020-10-14,117.88365936279297,119.67345635227282,116.3564928845694,117.6988406266793,150712000
2020-10-15,117.41675567626953,117.8933852834975,114.92660067544894,115.48104948176437,112559200
2020-10-16,115.77286529541016,118.23384747833158,115.56859545500912,117.97120952549623,115393800
2020-10-19,112.8158187866211,117.13468096654279,112.50454937346234,116.68723164895509,120639300
2020-10-20,114.30409240722656,115.73398903147469,112.47537784723609,113.0298268014089,124423700
2020-10-21,113.68152618408203,115.47132328298426,113.27297908868262,113.48697818121386,89946000
2020-10-22,112.59208679199219,114.81961147307034,111.4637305673421,114.24570410467129,101988000
2020-10-23,111.90145874023438,113.37026472424279,111.16219112016253,113.2146263110706,82572600
2020-10-26,111.91119384765625,113.37027065181736,109.80039043082107,110.89956637288807,111850700
2020-10-27,113.41888427734375,114.08033262151682,111.41508815584027,112.33916701816054,92276800
2020-10-28,108.16622924804688,112.28082929645379,108.06895894073497,111.9111991601691,143937800
2020-10-29,112.17381286621094,113.73988906858685,109.138930754146,109.30429841508608,146129200
2020-10-30,105.8900375366211,108.93464092441893,104.78114007672049,108.03001326805303,190272600
2020-11-02,105.80252075195312,107.66041546863478,104.392082791657,106.13324869085784,122866900
2020-11-03,107.42694854736328,108.44829771179337,105.76360211850799,106.66822990485883,107624400
2020-11-04,111.81390380859375,112.43644258276989,109.28483911084726,111.02600479592498,138235500
2020-11-05,115.78260040283203,116.35650777308182,113.68153378019652,114.73206338089028,126387100
2020-11-06,115.65106201171875,116.14799861229584,113.15660323122867,115.2905328204704,114457900
2020-11-09,113.34174346923828,118.86656705608227,113.07865981779163,117.41471908421029,154515300
2020-11-10,113.0007095336914,114.57922635490725,111.2078169609619,112.5914649825652,138023400
2020-11-11,116.43057250976562,116.56698735100086,113.45866925822499,114.18946623657861,112295000
2020-11-12,116.15775299072266,117.44395548780155,115.53414010935421,116.5572589421894,103162300
2020-11-13,116.20646667480469,116.60596516096147,114.85205685711352,116.38185824859463,81581900
2020-11-16,117.21984100341797,117.89216918384535,115.12488813037272,115.87516977446028,91183000
2020-11-17,116.33313751220703,117.5803631991879,115.91414693604456,116.48904444010537,74271000
2020-11-18,115.00794982910156,116.75211942679815,114.97871914080206,115.57310124972858,76322100
2020-11-19,115.60233306884766,116.01157757714591,113.81918672462538,114.579214364051,74113000
2020-11-20,114.33560943603516,115.72899584722249,114.28689410227584,115.6023270585875,73604300
2020-11-23,110.93497467041016,114.60845147390663,110.83753656463605,114.17971488763942,127959300
2020-11-24,112.22117614746094,112.8837656693911,109.70723289360379,110.99344264268959,113874200
2020-11-25,113.05917358398438,113.76073993620845,112.22119237816695,112.5914676385363,76499200
2020-11-27,113.60482025146484,114.48177809334693,113.24429850772803,113.58533560344574,46691300
2020-11-30,116.00183868408203,117.87267708944432,113.81918644377502,113.97509336124737,169410200
2020-12-01,119.5778579711914,120.3086548468947,116.93724615240289,117.91164198667394,127728200
2020-12-02,119.92865753173828,120.21123325455888,117.79472798281287,118.89579275045067,89004200
2020-12-03,119.79222869873047,120.61071764794492,119.08091645415566,120.35737264430932,78967600
2020-12-04,119.11990356445312,119.7142856820755,118.40859125787107,119.46094065635505,78260400
2020-12-07,120.58149719238281,121.38050156328545,119.1199032870206,119.17836466433876,86712000
2020-12-08,121.19538879394531,121.78003242314685,119.93841688564608,121.18565018509716,82225500
2020-12-09,118.66194152832031,122.7251709901087,117.9019138516176,121.34153047949344,115089200
2020-12-10,120.08455657958984,120.69843079499793,117.07367661772612,117.41471371847992,81312200
2020-12-11,119.27582550048828,119.61686263532849,117.46344823070665,119.2953101507426,86939800
2020-12-14,118.66194152832031,120.19174292308256,118.42808857411595,119.46094593639897,79184500
2020-12-15,124.60572814941406,124.62522022784408,120.95174401900844,121.15636623822519,157243700
2020-12-16,124.53754425048828,125.0832036047306,123.31954931044656,124.14779181691584,98208600
2020-12-17,125.4047622680664,126.2622355061444,124.76165733950789,125.59963849451057,94359800
2020-12-18,123.4170150756836,125.79454396711711,122.8908402832818,125.65812910620394,192541500
2020-12-21,124.9468002319336,125.02475369942195,120.28918834325576,121.81898983096859,121251600
2020-12-22,128.50338745117188,130.9686088748128,126.33047301997262,128.24029628986693,168904800
2020-12-23,127.60690307617188,129.03925147681866,127.43150406974205,128.77617526932784,88223700
2020-12-24,128.5910186767578,130.0428738137408,127.74329906375385,127.95766733547217,54930100
2020-12-28,133.190185546875,133.82353697075987,130.09159867672324,130.55931944043445,124486200
2020-12-29,131.416748046875,135.23637754463604,130.90031949667383,134.51533421618103,121047300
2020-12-30,130.29623413085938,132.50811721089653,129.9844202745973,132.10861128309938,96452100
2020-12-31,129.2926025390625,131.2901172342019,128.34743726674927,130.6470123311244,99116600
